"FacilityID";"ProvinceCode";"DistrictCode";"FacilityCode";"FacilityName";"FullFacilityCode";"FullFacilityCodeDashes"
811;4;"2";"94";"Kasimure Clinic";"040294";"04-02-94"
812;4;"2";"96";"Dete";"040296";"04-02-96"
813;4;"2";"97";"Lanlory";"040297";"04-02-97"
814;4;"2";"98";"ZRP Clinic";"040298";"04-02-98"
815;4;"2";"99";"Doro";"040299";"04-02-99"
816;4;"3";"02";"Domboshava R.H.C.";"040302";"04-03-02"
817;4;"3";"03";"Donaine R.H.C.";"040303";"04-03-03"
818;4;"3";"04";"Geja R.H.C.";"040304";"04-03-04"
819;4;"3";"05";"Jompani R.H.C.";"040305";"04-03-05"
820;4;"3";"06";"Jondale Bunbe R.H.C.";"040306";"04-03-06"
821;4;"3";"07";"Kadoma Prison Clinic";"040307";"04-03-07"
822;4;"3";"08";"Muzvezve R.H.C.";"040308";"04-03-08"
823;4;"3";"09";"Nyabango R.H.C.";"040309";"04-03-09"
824;4;"3";"0A";"Kadoma Hospital";"04030A";"04-03-0A"
825;4;"3";"0B";"Ngezi Hospital";"04030B";"04-03-0B"
826;4;"3";"0C";"Sanyati Hospital";"04030C";"04-03-0C"
827;4;"3";"0D";"St.Michael's Hospita";"04030D";"04-03-0D"
828;4;"3";"0E";"Battlefields Hospita";"04030E";"04-03-0E"
829;4;"3";"0F";"Rimuka Mch.";"04030F";"04-03-0F"
830;4;"3";"10";"Nyamatani R.H.C.";"040310";"04-03-10"
831;4;"3";"11";"Vere R.H.C.";"040311";"04-03-11"
832;4;"3";"25";"Bururu Clinic";"040325";"04-03-25"
833;4;"3";"26";"Chirikiti Clinic";"040326";"04-03-26"
834;4;"3";"27";"Manyewe Clinic";"040327";"04-03-27"
835;4;"3";"28";"Murambwa Clinic";"040328";"04-03-28"
836;4;"3";"29";"Muwuyu Clinic";"040329";"04-03-29"
837;4;"3";"30";"Sanyati Clinic";"040330";"04-03-30"
838;4;"3";"31";"Associated Textile";"040331";"04-03-31"
839;4;"3";"45";"Chenjiri Clinic";"040345";"04-03-45"
840;4;"3";"46";"Ordolf Clinic";"040346";"04-03-46"
841;4;"3";"47";"Rubatsiro Clinic";"040347";"04-03-47"
842;4;"3";"48";"Turf Estate Clinic";"040348";"04-03-48"
843;4;"3";"52";"C.S.C. Satellite Clinic";"040352";"04-03-52"
844;4;"3";"53";"David Whitehead Cli.";"040353";"04-03-53"
845;4;"3";"54";"Kadoma Textiles Sat.";"040354";"04-03-54"
846;4;"3";"61";"Rimuka";"040361";"04-03-61"
847;4;"3";"62";"Waverly";"040362";"04-03-62"
848;4;"3";"63";"Ingezi";"040363";"04-03-63"
849;4;"3";"75";"Brompton Clinic";"040375";"04-03-75"
850;4;"3";"76";"Eiffel Flats Clinic";"040376";"04-03-76"
851;4;"3";"77";"Golden Valley Clinic";"040377";"04-03-77"
852;4;"3";"79";"Patchway Clinic";"040379";"04-03-79"
853;4;"3";"80";"Venice Clinic";"040380";"04-03-80"
854;4;"3";"81";"Jairos Jiri Clinic";"040381";"04-03-81"
855;4;"3";"83";"Population Services";"040383";"04-03-83"
856;4;"3";"84";"Mafindifindi";"040384";"04-03-84"
857;4;"3";"85";"Come Again Clinic";"040385";"04-03-85"
858;4;"3";"86";"Sanyati Outreach Cl";"040386";"04-03-86"
859;4;"3";"88";"Kadoma Outreach";"040388";"04-03-88"
860;4;"3";"89";"Chaigari Mine Clinic";"040389";"04-03-89"
861;4;"4";"02";"Gache-Gache R.H.C.";"040402";"04-04-02"
862;4;"4";"03";"Kanyati R.H.C.";"040403";"04-04-03"
863;4;"4";"04";"Mola Clinic";"040404";"04-04-04"
864;4;"4";"05";"Negande R.H.C.";"040405";"04-04-05"
865;4;"4";"0A";"Kariba Hospital";"04040A";"04-04-0A"
866;4;"4";"25";"Chalala Clinic";"040425";"04-04-25"
867;4;"4";"27";"Msampakaruwa Clinic";"040427";"04-04-27"
868;4;"4";"28";"Siyakobvu Clinic";"040428";"04-04-28"
869;4;"4";"61";"Nyamhunga";"040461";"04-04-61"
870;4;"4";"62";"Mahombekombe";"040462";"04-04-62"
871;4;"5";"01";"Chinhoyi Prison";"040501";"04-05-01"
872;4;"5";"02";"Chinhoyi Z.R.P.";"040502";"04-05-02"
873;4;"5";"03";"Chinhoyi (Teachers)";"040503";"04-05-03"
874;4;"5";"05";"Kamhonde R.H.C.";"040505";"04-05-05"
875;4;"5";"06";"Kenzamba R.H.C.";"040506";"04-05-06"
876;4;"5";"07";"Murereka R.H.C.";"040507";"04-05-07"
877;4;"5";"08";"Zumbara R.H.C.";"040508";"04-05-08"
878;4;"5";"0A";"Chinhoyi Provincial Hospital";"04050A";"04-05-0A"
879;4;"5";"0B";"St.Rupert's Hospital";"04050B";"04-05-0B"
880;4;"5";"0C";"Alaska Mine Hospital";"04050C";"04-05-0C"
881;4;"5";"0D";"Mhangura Mine Hospital";"04050D";"04-05-0D"
882;4;"5";"0P";"Chinhoyi Prov Hosp Opd";"04050P";"04-05-0P"
883;4;"5";"0Q";"Chinhoyi Prov Hosp Fch";"04050Q";"04-05-0Q"
884;4;"5";"25";"Hombwe Clinic";"040525";"04-05-25"
885;4;"5";"26";"Mukohwe Clinic";"040526";"04-05-26"
886;4;"5";"27";"Obva Clinic";"040527";"04-05-27"
887;4;"5";"45";"Doma Clinic";"040545";"04-05-45"
888;4;"5";"46";"Magog Farm Dispensar";"040546";"04-05-46"
889;4;"5";"47";"Matoranjera Clinic";"040547";"04-05-47"
890;4;"5";"48";"Umboe Clinic";"040548";"04-05-48"
891;4;"5";"51";"C.S.C.";"040551";"04-05-51"
892;4;"5";"61";"Chinoyi Clinic";"040561";"04-05-61"
893;4;"5";"62";"Chikonohono";"040562";"04-05-62"
894;4;"5";"75";"Alaska Clinic";"040575";"04-05-75"
895;4;"5";"76";"Damba Clinic";"040576";"04-05-76"
896;4;"5";"77";"Shacleton Clinic";"040577";"04-05-77"
897;4;"6";"01";"Chivhere R.H.C.";"040601";"04-06-01"
898;4;"6";"02";"Gwebi R.H.C.";"040602";"04-06-02"
899;4;"6";"0A";"Banket Hospital Opd";"04060A";"04-06-0A"
900;4;"6";"0B";"Banket Hospital Mch";"04060B";"04-06-0B"
901;4;"6";"0C";"Darwendale Hospital";"04060C";"04-06-0C"
902;4;"6";"0D";"Raffingora Hospital";"04060D";"04-06-0D"
903;4;"6";"0E";"Father O'hea";"04060E";"04-06-0E"
904;4;"6";"0F";"Mutorashanga Mine H.";"04060F";"04-06-0F"
905;4;"6";"0G";"Zvimba Hospital";"04060G";"04-06-0G"
906;4;"6";"0H";"Banket Outreach";"04060H";"04-06-0H"
907;4;"6";"25";"Masiyarwa Clinic";"040625";"04-06-25"
908;4;"6";"26";"Chirau Clinic";"040626";"04-06-26"
909;4;"6";"27";"Jari Clinic";"040627";"04-06-27"
910;4;"6";"28";"Madzorera Clinic";"040628";"04-06-28"
911;4;"6";"29";"Mpumbu Clinic";"040629";"04-06-29"
912;4;"6";"41";"Ada Sisi Clinic";"040641";"04-06-41"
913;4;"6";"42";"Ayshire Clinic";"040642";"04-06-42"
914;4;"6";"43";"Kutama Clinic";"040643";"04-06-43"
915;4;"6";"44";"Kuwadzana Clinic";"040644";"04-06-44"
916;4;"6";"45";"Mt.Hampden Clinic";"040645";"04-06-45"
917;4;"6";"46";"Nyabira Clinic";"040646";"04-06-46"
918;4;"6";"47";"T.R.B. Clinic";"040647";"04-06-47"
919;4;"6";"48";"Trelawny Clinic";"040648";"04-06-48"
920;4;"6";"49";"Zowa Clinic";"040649";"04-06-49"
921;4;"6";"75";"Caesar Clinic";"040675";"04-06-75"
922;4;"6";"76";"Muriel Clinic";"040676";"04-06-76"
923;4;"6";"77";"Sutton Clinic";"040677";"04-06-77"
924;4;"6";"78";"Vanad Clinic";"040678";"04-06-78"
925;5;"1";"01";"Chunga R.H.C.";"050101";"05-01-01"
926;5;"1";"02";"Lubimbi R.H.C.";"050102";"05-01-02"
927;5;"1";"03";"Lusulu R.H.C.";"050103";"05-01-03"
928;5;"1";"04";"Muchesu R.H.C.";"050104";"05-01-04"
929;5;"1";"05";"Siansundu R.H.C.";"050105";"05-01-05"
930;5;"1";"08";"Chinego R.H.C.";"050108";"05-01-08"
931;5;"1";"0A";"Binga Hospital";"05010A";"05-01-0A"
932;5;"1";"0B";"Siabuwa Hospital";"05010B";"05-01-0B"
933;5;"1";"0C";"Kariyangwe Hospital";"05010C";"05-01-0C"
934;5;"1";"25";"Pashu Clinic";"050125";"05-01-25"
935;5;"1";"90";"Tinde Clinic";"050190";"05-01-90"
936;5;"2";"01";"Lukala R.H.C.";"050201";"05-02-01"
937;5;"2";"02";"Membeswana R.H.C.";"050202";"05-02-02"
938;5;"2";"0A";"Inyathi Hospital";"05020A";"05-02-0A"
939;5;"2";"26";"Siganda Clinic";"050226";"05-02-26"
940;5;"2";"27";"Balanda Clinic";"050227";"05-02-27"
941;5;"2";"28";"Majiji Clinic";"050228";"05-02-28"
942;5;"2";"56";"Isabella Clinic";"050256";"05-02-56"
943;5;"3";"01";"Chisuma R.H.C.";"050301";"05-03-01"
944;5;"3";"02";"Jambezi R.H.C.";"050302";"05-03-02"
945;5;"3";"03";"Kanyambizi R.H.C.";"050303";"05-03-03"
946;5;"3";"04";"Mwakandara R.H.C.";"050304";"05-03-04"
947;5;"3";"05";"Mwemba R.H.C.";"050305";"05-03-05"
948;5;"3";"06";"ZRP Victoria Falls Clinic";"050306";"05-03-06"
949;5;"3";"0A";"Victoria Falls Hospital";"05030A";"05-03-0A"
950;5;"3";"0B";"Lukosi Hospital";"05030B";"05-03-0B"
951;5;"3";"0C";"Kamativi Tin Hospit.";"05030C";"05-03-0C"
952;5;"3";"0D";"Hwange Collery Hospital";"05030D";"05-03-0D"
953;5;"3";"26";"Dete Clinic";"050326";"05-03-26"
954;5;"3";"27";"Dinde Clinic";"050327";"05-03-27"
955;5;"3";"30";"Lupote Clinic";"050330";"05-03-30"
956;5;"3";"31";"Main Camp Clinic";"050331";"05-03-31"
957;5;"3";"32";"Ndlovu Clinic";"050332";"05-03-32"
958;5;"3";"33";"Simangane Clinic";"050333";"05-03-33"
959;5;"3";"34";"Vic.Falls Clinic";"050334";"05-03-34"
960;5;"3";"35";"Mabale Clinic";"050335";"05-03-35"
961;5;"3";"36";"Robins Clinic";"050336";"05-03-36"
962;5;"3";"37";"St Patricks Hospital";"050337";"05-03-37"
963;5;"3";"39";"CBDS [ZNFPC]";"050339";"05-03-39"
964;5;"3";"53";"Hwange  Prison Clinic";"050353";"05-03-53"
965;5;"3";"55";"Hwange ZRP Clinic";"050355";"05-03-55"
966;5;"3";"58";"Zesa Dr  Stn Clinic";"050358";"05-03-58"
967;5;"3";"59";"Zesa Chibondo";"050359";"05-03-59"
968;5;"3";"60";"Zesa Inguminja Cli.";"050360";"05-03-60"
969;5;"3";"61";"Empumalanga";"050361";"05-03-61"
970;5;"3";"62";"Chinotimba";"050362";"05-03-62"
971;5;"3";"81";"Dete Clinic (Nrz)";"050381";"05-03-81"
972;5;"3";"82";"Ngumija Clinic (Nrz)";"050382";"05-03-82"
973;5;"3";"83";"N.R.Z. Surgery (Nrz)";"050383";"05-03-83"
974;5;"3";"91";"Lukunguni Clinic";"050391";"05-03-91"
975;5;"4";"02";"Dandanda R.H.C.";"050402";"05-04-02"
976;5;"4";"03";"Dongamuzi R.H.C.";"050403";"05-04-03"
977;5;"4";"04";"Gomoza R.H.C.";"050404";"05-04-04"
978;5;"4";"05";"Kanyandavu R.H.C.";"050405";"05-04-05"
979;5;"4";"06";"Lupane R.H.C.";"050406";"05-04-06"
980;5;"4";"07";"Lupaka Clinic";"050407";"05-04-07"
981;5;"4";"08";"Mobile A";"050408";"05-04-08"
982;5;"4";"0A";"St.Paul's Hospital";"05040A";"05-04-0A"
983;5;"4";"0B";"St.Luke's Hospital";"05040B";"05-04-0B"
984;5;"4";"10";"ZNFPC";"050410";"05-04-10"
985;5;"4";"26";"Jotsholo Clinic";"050426";"05-04-26"
986;5;"4";"27";"Mdlankuzi Clinic";"050427";"05-04-27"
987;5;"4";"91";"Fatima Mission";"050491";"05-04-91"
988;5;"5";"02";"Mateme R.H.C.";"050502";"05-05-02"
989;5;"5";"03";"Ngwaladi R.H.C.";"050503";"05-05-03"
990;5;"5";"05";"Sivalo R.H.C.";"050505";"05-05-05"
991;5;"5";"06";"Zenka R.H.C.";"050506";"05-05-06"
992;5;"5";"0A";"Nkayi Hospital";"05050A";"05-05-0A"
993;5;"5";"0B";"Dakamela Hospital";"05050B";"05-05-0B"
994;5;"5";"0C";"Mbuma Hospital";"05050C";"05-05-0C"
995;5;"5";"25";"Fanisoni Clinic";"050525";"05-05-25"
996;5;"5";"26";"Nesingwe Clinic";"050526";"05-05-26"
997;5;"5";"27";"Sebhumane Clinic";"050527";"05-05-27"
998;5;"5";"28";"Sikhobokhobo Clinic";"050528";"05-05-28"
999;5;"5";"29";"Zinyangeni Clinic";"050529";"05-05-29"
1000;5;"5";"30";"Nkayi Mobile";"050530";"05-05-30"
1001;5;"5";"31";"Mbuma Mobile";"050531";"05-05-31"
1002;5;"5";"32";"Guwe Clinic";"050532";"05-05-32"
1003;5;"5";"33";"Gwelutshena Clinic";"050533";"05-05-33"
1004;5;"5";"34";"Sesemba Clinic";"050534";"05-05-34"
1005;5;"6";"03";"Makhaza R.H.C.";"050603";"05-06-03"
1006;5;"6";"04";"Mlagisa R.H.C.";"050604";"05-06-04"
1007;5;"6";"05";"Mtshayeli R.H.C.";"050605";"05-06-05"
1008;5;"6";"06";"Sodaka R.H.C.";"050606";"05-06-06"
1009;5;"6";"0A";"Tsholotsho Hospital";"05060A";"05-06-0A"
1010;5;"6";"0B";"Siphepha Hospital";"05060B";"05-06-0B"
1011;5;"6";"0C";"Phumula Hospital";"05060C";"05-06-0C"
1012;5;"6";"25";"Bhubhudhe Clinic";"050625";"05-06-25"
1013;5;"6";"26";"Dlamini Clinic";"050626";"05-06-26"
1014;5;"6";"28";"Jimila Clinic";"050628";"05-06-28"
1015;5;"6";"29";"Madlangombe Clinic";"050629";"05-06-29"
1016;5;"6";"30";"Nkunzi Clinic";"050630";"05-06-30"
1017;5;"6";"31";"Tsholotsho Urban Clinic";"050631";"05-06-31"
1018;5;"6";"94";"Cbd [ZNFPC]";"050694";"05-06-94"
1019;5;"6";"96";"Kapane R.H.C.";"050696";"05-06-96"
1020;5;"6";"97";"Mpanedziba R.H.C.";"050697";"05-06-97"
1021;5;"6";"98";"Sikente R.H.C.";"050698";"05-06-98"
1022;5;"7";"03";"Igusi";"050703";"05-07-03"
1023;5;"7";"0A";"Nyamandlovu Hospital";"05070A";"05-07-0A"
1024;5;"7";"26";"Fingo";"050726";"05-07-26"
1025;5;"7";"29";"Ntabazinduna";"050729";"05-07-29"
1026;5;"7";"33";"Mbembesi";"050733";"05-07-33"
1027;5;"7";"51";"Clay Products";"050751";"05-07-51"
1028;5;"7";"52";"Fairbridge";"050752";"05-07-52"
1029;5;"7";"53";"Unicem";"050753";"05-07-53"
1030;5;"7";"65";"Imbizo Camp";"050765";"05-07-65"
1031;5;"7";"81";"T.G.Silundika";"050781";"05-07-81"
1032;5;"7";"85";"Ntabazinduna Zps Clinic";"050785";"05-07-85"
1033;5;"7";"88";"Ntabazinduna ZRP Clinic";"050788";"05-07-88"
1034;5;"7";"91";"St James Mission";"050791";"05-07-91"
1035;5;"7";"97";"Induna";"050797";"05-07-97"
1036;5;"7";"98";"Muntu Clinic";"050798";"05-07-98"
1037;5;"7";"99";"Khami Depend Clinic";"050799";"05-07-99"
1038;6;"1";"01";"Chikwalakwala R.H.C.";"060101";"06-01-01"
1039;6;"1";"02";"Chitulipasi R.H.C.";"060102";"06-01-02"
1040;6;"1";"03";"Dite R.H.C.";"060103";"06-01-03"
1041;6;"1";"04";"Majini R.H.C.";"060104";"06-01-04"
1042;6;"1";"05";"Prison Clinic";"060105";"06-01-05"
1043;6;"1";"06";"Shabwe R.H.C.";"060106";"06-01-06"
1044;6;"1";"07";"Z.N.A. Clinic";"060107";"06-01-07"
1045;6;"1";"08";"ZRP Clinic";"060108";"06-01-08"
1046;6;"1";"09";"Nottingham R.H.C.";"060109";"06-01-09"
1047;6;"1";"0A";"Beitbridge Hospital";"06010A";"06-01-0A"
1048;6;"1";"25";"Chasvingo Clinic";"060125";"06-01-25"
1049;6;"1";"26";"Dulibadzimu Clinic";"060126";"06-01-26"
1050;6;"1";"27";"Masera Clinic";"060127";"06-01-27"
1051;6;"1";"28";"Swereki R.H.C.";"060128";"06-01-28"
1052;6;"1";"29";"Shashe Clinic";"060129";"06-01-29"
1053;6;"1";"30";"Tongwe Clinic";"060130";"06-01-30"
1054;6;"1";"31";"Zezani Clinic";"060131";"06-01-31"
1055;6;"1";"76";"Makakabule Clinic";"060176";"06-01-76"
1056;6;"1";"77";"Chamnangana Clinic";"060177";"06-01-77"
1057;6;"1";"81";"N.R.Z Clinic";"060181";"06-01-81"
1058;6;"2";"01";"Village 13 R.H.C";"060201";"06-02-01"
1059;6;"2";"02";"Huwana R.H.C.";"060202";"06-02-02"
1060;6;"2";"04";"Makhulela R.H.C.";"060204";"06-02-04"
1061;6;"2";"06";"Matjinge R.H.C.";"060206";"06-02-06"
1062;6;"2";"08";"Nswazwi R.H.C";"060208";"06-02-08"
1063;6;"2";"0B";"Lady Barring Hospita";"06020B";"06-02-0B"
1064;6;"2";"0C";"Lady Stanley Hospita";"06020C";"06-02-0C"
1065;6;"2";"20";"Hingwe R.H.C";"060220";"06-02-20"
1066;6;"2";"25";"Bombodema Clinic";"060225";"06-02-25"
1067;6;"2";"28";"Madlambudzi Clinic";"060228";"06-02-28"
1068;6;"2";"30";"Ndiweni Clinic";"060230";"06-02-30"
1069;6;"2";"31";"Sikhathini Clinic";"060231";"06-02-31"
1070;6;"2";"91";"Solusi Clinic";"060291";"06-02-91"
1071;6;"3";"01";"Gungwe R.H.C.";"060301";"06-03-01"
1072;6;"3";"02";"Magwe R.H.C.";"060302";"06-03-02"
1073;6;"3";"03";"Nhwali R.H.C.";"060303";"06-03-03"
1074;6;"3";"04";"Prison Clinic";"060304";"06-03-04"
1075;6;"3";"05";"Simbumbumbu Clinic";"060305";"06-03-05"
1076;6;"3";"06";"Stainmore R.H.C.";"060306";"06-03-06"
1077;6;"3";"07";"Z.R.P. Clinic";"060307";"06-03-07"
1078;6;"3";"08";"Z.N.A. Clinic";"060308";"06-03-08"
1079;6;"3";"09";"ZNFPC";"060309";"06-03-09"
1080;6;"3";"0A";"Gwanda Provincial Hospital";"06030A";"06-03-0A"
1081;6;"3";"0B";"Manama Hospital";"06030B";"06-03-0B"
1082;6;"3";"0C";"Mtshabezi Hospital";"06030C";"06-03-0C"
1083;6;"3";"25";"Buvuma Clinic";"060325";"06-03-25"
1084;6;"3";"26";"Kafusi Clinic";"060326";"06-03-26"
1085;6;"3";"27";"Mashaba Clinic";"060327";"06-03-27"
1086;6;"3";"28";"Mzimuni Clinic";"060328";"06-03-28"
1087;6;"3";"29";"Ntalale Clinic";"060329";"06-03-29"
1088;6;"3";"30";"Sengezane Clinic";"060330";"06-03-30"
1089;6;"3";"62";"Phakama Clinic";"060362";"06-03-62"
1090;6;"3";"63";"Selonga Clinic";"060363";"06-03-63"
1091;6;"3";"76";"Blanket Clinic";"060376";"06-03-76"
1092;6;"3";"77";"Colleen-Bawn Clinic";"060377";"06-03-77"
1093;6;"3";"78";"Freda Clinic";"060378";"06-03-78"
1094;6;"3";"79";"Jessie Clinic";"060379";"06-03-79"
1095;6;"3";"80";"Vumbachikwe Clinic";"060380";"06-03-80"
1096;6;"3";"81";"J.Z.Moyo Clinic";"060381";"06-03-81"
1097;6;"3";"82";"Zimcan Clinic";"060382";"06-03-82"
1098;6;"3";"83";"Jm Polytech Clinic";"060383";"06-03-83"
1099;6;"4";"02";"Gwatemba R.H.C.";"060402";"06-04-02"
1100;6;"4";"03";"Insiza R.H.C.";"060403";"06-04-03"
1101;6;"4";"04";"Mabuze R.H.C.";"060404";"06-04-04"
1102;6;"4";"05";"Nkankezi R.H.C.";"060405";"06-04-05"
1103;6;"4";"06";"Nyamime R.H.C.";"060406";"06-04-06"
1104;6;"4";"07";"Sanale R.H.C.";"060407";"06-04-07"
1105;6;"4";"0A";"Filabusi Hospital";"06040A";"06-04-0A"
1106;6;"4";"0B";"Shangani Hospital";"06040B";"06-04-0B"
1107;6;"4";"0C";"Avoca Hospital";"06040C";"06-04-0C"
1108;6;"4";"0D";"Wanezi Hospital";"06040D";"06-04-0D"
1109;6;"4";"25";"Singwango Clinic";"060425";"06-04-25"
1110;6;"4";"26";"Zhulube Clinic";"060426";"06-04-26"
1111;6;"4";"27";"Singwambizi Clinic";"060427";"06-04-27"
1112;6;"4";"28";"Kombo Health Post";"060428";"06-04-28"
1113;6;"4";"76";"Epoch Clinic";"060476";"06-04-76"
1114;6;"4";"77";"Shangani Clinic";"060477";"06-04-77"
1115;6;"5";"01";"Natisa R.H.C.";"060501";"06-05-01"
1116;6;"5";"02";"Sankonjane R.H.C.";"060502";"06-05-02"
1117;6;"5";"03";"Homestead R.H.C.";"060503";"06-05-03"
1118;6;"5";"04";"Beula-Seula R.H.C.";"060504";"06-05-04"
1119;6;"5";"05";"Ekukhanyeni R.H.C.";"060505";"06-05-05"
1120;6;"5";"0A";"Maphisa Hospital";"06050A";"06-05-0A"
1121;6;"5";"0B";"Kezi Hospital";"06050B";"06-05-0B"
1122;6;"5";"0C";"Matopo Hospital";"06050C";"06-05-0C"
1123;6;"5";"0D";"Tshelanyemba Hospital";"06050D";"06-05-0D"
1124;6;"5";"0E";"St.Joseph's Hospital";"06050E";"06-05-0E"
1125;6;"5";"25";"Mbembeswane R.H.C.";"060525";"06-05-25"
1126;6;"5";"27";"Boomerange Health Post";"060527";"06-05-27"
1127;6;"5";"81";"Gulati Clinic";"060581";"06-05-81"
1128;6;"5";"91";"Matopo Clinic";"060591";"06-05-91"
1129;6;"5";"92";"Bazha Clinic";"060592";"06-05-92"
1130;6;"5";"93";"Masiye Camp Health Post";"060593";"06-05-93"
1131;6;"6";"01";"Kumbudzi R.H.C.";"060601";"06-06-01"
1132;6;"6";"02";"Mbizingwe R.H.C.";"060602";"06-06-02"
1133;6;"6";"03";"Z.N.A. Clinic";"060603";"06-06-03"
1134;6;"6";"0A";"Esigodini Hospital";"06060A";"06-06-0A"
1135;6;"6";"20";"Epi Mobile";"060620";"06-06-20"
1136;6;"6";"25";"Esibomvu Clinic";"060625";"06-06-25"
1137;6;"6";"26";"Habane Clinic";"060626";"06-06-26"
1138;6;"6";"27";"Mawabeni Clinic";"060627";"06-06-27"
1139;6;"6";"28";"Mhlalandlela Clinic";"060628";"06-06-28"
1140;6;"6";"29";"Nhlangano Clinic";"060629";"06-06-29"
1141;6;"6";"30";"Nswazi Clinic";"060630";"06-06-30"
1142;6;"6";"31";"Ntshamathe Clinic";"060631";"06-06-31"
1143;6;"6";"32";"Irrisvale Clinic";"060632";"06-06-32"
1144;6;"6";"33";"Mpisini Health Post";"060633";"06-06-33"
1145;6;"6";"76";"How Mine Clinic";"060676";"06-06-76"
1146;6;"6";"81";"Agriculture Inst.";"060681";"06-06-81"
1147;6;"6";"85";"ZNFPC";"060685";"06-06-85"
1148;6;"7";"03";"Ingwizi R.H.C";"060703";"06-07-03"
1149;6;"7";"05";"Marula Clinic";"060705";"06-07-05"
1150;6;"7";"07";"Mayobodo R.H.C";"060707";"06-07-07"
1151;6;"7";"09";"Bango R.H.C";"060709";"06-07-09"
1152;6;"7";"0A";"Plumtree Hospital";"06070A";"06-07-0A"
1153;6;"7";"0D";"St Annes Mission Hosp Brunapeg";"06070D";"06-07-0D"
1154;6;"7";"0E";"Embakwe Mission Hosp";"06070E";"06-07-0E"
1155;6;"7";"27";"Madabe Clinic";"060727";"06-07-27"
1156;6;"7";"29";"Mambale Clinic";"060729";"06-07-29"
1157;6;"7";"32";"Tshitshi Clinic";"060732";"06-07-32"
1158;6;"7";"33";"Sanzukwi Clinic";"060733";"06-07-33"
1159;6;"7";"45";"Dingumuzi Clinic";"060745";"06-07-45"
1160;6;"7";"92";"Empandeni Clinic";"060792";"06-07-92"
1161;6;"7";"93";"Plumtree Prison Clinic";"060793";"06-07-93"
1162;7;"1";"01";"Chizhou Clinic";"070101";"07-01-01"
1163;7;"1";"02";"Denhere Clinic";"070102";"07-01-02"
1164;7;"1";"03";"Lynwood Clinic";"070103";"07-01-03"
1165;7;"1";"04";"Nyautonge R.H.C.";"070104";"07-01-04"
1166;7;"1";"05";"Nyikavanhu Clinic";"070105";"07-01-05"
1167;7;"1";"0A";"Mvuma Hospital";"07010A";"07-01-0A"
1168;7;"1";"0B";"Chilimanzi Hospital";"07010B";"07-01-0B"
1169;7;"1";"0C";"Driemfontein Hospita";"07010C";"07-01-0C"
1170;7;"1";"0D";"Holy Cross Hospital";"07010D";"07-01-0D"
1171;7;"1";"0E";"Muvonde Hospital";"07010E";"07-01-0E"
1172;7;"1";"0F";"St.Theressa Hospital";"07010F";"07-01-0F"
1173;7;"1";"25";"Chengwena Clinic";"070125";"07-01-25"
1174;7;"1";"26";"Hama Clinic";"070126";"07-01-26"
1175;7;"1";"27";"Siyahokwe Clinic";"070127";"07-01-27"
1176;7;"1";"45";"Lalapanzi Clinic";"070145";"07-01-45"
1177;7;"1";"51";"Zamasco Clinic";"070151";"07-01-51"
1178;7;"1";"78";"Peak Mine Clinic";"070178";"07-01-78"
1179;7;"1";"81";"Athens Clinic";"070181";"07-01-81"
1180;7;"1";"82";"Mtao Forest Clinic";"070182";"07-01-82"
1181;7;"1";"86";"Central Estates Clinic";"070186";"07-01-86"
1182;7;"2";"01";"Gwanyika R.H.C.";"070201";"07-02-01"
1183;7;"2";"02";"Kadzidirire R.H.C.";"070202";"07-02-02"
1184;7;"2";"03";"Madzivazvido R.H.C.";"070203";"07-02-03"
1185;7;"2";"04";"Musadzi R.H.C.";"070204";"07-02-04"
1186;7;"2";"05";"Mashame R.H.C.";"070205";"07-02-05"
1187;7;"2";"06";"Mateta R.H.C.";"070206";"07-02-06"
1188;7;"2";"07";"Norah R.H.C.";"070207";"07-02-07"
1189;7;"2";"08";"Nyaje R.H.C.";"070208";"07-02-08"
1190;7;"2";"09";"Simchembu R.H.C.";"070209";"07-02-09"
1191;7;"2";"0A";"Gokwe Hospital";"07020A";"07-02-0A"
1192;7;"2";"0B";"Chireya Hospital";"07020B";"07-02-0B"
1193;7;"2";"0C";"Kana Hospital";"07020C";"07-02-0C"
1194;7;"2";"0D";"Mutora Hospital";"07020D";"07-02-0D"
1195;7;"2";"10";"Tsungai R.H.C.";"070210";"07-02-10"
1196;7;"2";"11";"Svisvi Clinic";"070211";"07-02-11"
1197;7;"2";"12";"Zhamba Clinic";"070212";"07-02-12"
1198;7;"2";"13";"Cheziya Clinic";"070213";"07-02-13"
1199;7;"2";"14";"To Phone";"070214";"07-02-14"
1200;7;"2";"15";"ZRP Camp Clinic";"070215";"07-02-15"
1201;7;"2";"16";"Chitave Clinic";"070216";"07-02-16"
1202;7;"2";"17";"Mateme Sda Clinic";"070217";"07-02-17"
1203;7;"2";"19";"Jahana Clinic";"070219";"07-02-19"
1204;7;"2";"20";"Vumba Clinic";"070220";"07-02-20"
1205;7;"2";"24";"Population Services Clinic";"070224";"07-02-24"
1206;7;"2";"25";"Chemahororo Clinic";"070225";"07-02-25"
1207;7;"2";"26";"Gawa Clinic";"070226";"07-02-26"
1208;7;"2";"27";"Gumunyu Clinic";"070227";"07-02-27"
1209;7;"2";"28";"Jiri/Ndoza Clinic";"070228";"07-02-28"
1210;7;"2";"29";"Kahobo Clinic";"070229";"07-02-29"
